county_name,crime rate per 100000,Murder rate per 100000,Rape rate per 100000,Robbery rate per 100000,Aggrevated Assault rate per 100000,Burglery rate per 100000,Larceny rate per 100000,Motor Vehicle Theft rate per 100000,Arson rate per 100000
"Marshall County, KY",122.1589996,0,35.36181567,16.07355258,70.72363134,578.6478928,925.8366284,106.085447,9.644131546
"Washington County, NY",122.0420649,9.50977129,17.4345807,11.09473317,84.00297973,369.2961184,984.2613285,49.13381833,7.924809408
"Wilkin County, MN",122.0070154,0,30.50175385,30.50175385,61.0035077,457.5263078,1235.321031,30.50175385,0
"Morris County, KS",121.9299774,0,17.41856819,0,104.5114092,958.0212507,975.4398188,69.67427277,0
"Jefferson County, WI",121.8805098,1.18330592,15.38297696,3.54991776,101.7643091,302.9263155,1337.13569,36.68248352,13.01636512
"Marathon County, WI",121.8467537,1.476930348,20.67702487,17.72316418,81.96963431,358.1556094,1239.144562,52.43102735,25.10781592
"Tyrrell County, NC",121.6841081,0,24.33682161,48.67364322,48.67364322,243.3682161,1095.156972,121.6841081,0
"Montgomery County, VA",121.6127725,0,30.14333676,16.63080649,74.83862921,354.4440633,1496.772584,56.1289719,21.82793352
"Grafton County, NH",121.6124246,0,31.23988888,15.61994444,74.75259124,336.9445157,1510.671769,34.58701983,36.81844046
"Midland County, MI",121.5457763,2.383250515,56.00638711,8.341376804,54.81476185,247.8580536,860.3534361,17.87437887,7.149751546
"Essex County, NY",121.2527733,2.579846241,18.05892369,10.31938496,90.29461844,356.0187813,936.4841855,36.11784738,15.47907745
"Livingston County, MO",121.0409522,0,20.17349203,13.44899469,87.41846547,585.0312689,1694.573331,121.0409522,20.17349203
"Louisa County, VA",120.7836206,2.945941965,20.62159375,5.89188393,91.32420091,244.5131831,1104.728237,82.48637502,17.67565179
"Wyoming County, NY",120.3919963,0,12.03919963,14.44703956,93.90575715,182.9958344,972.7673304,40.93327876,4.815679854
"Nodaway County, MO",120.3731568,4.299041314,12.89712394,17.19616526,85.98082628,288.035768,1294.011435,64.48561971,0
"Lincoln County, ME",120.2769303,2.933583666,17.60150199,11.73433466,88.00750997,528.0450598,1085.425956,32.26942032,20.53508566
"Wayne County, PA",120.2762474,3.879878948,40.73872895,11.63963684,64.01800264,510.2040816,1103.825561,54.31830527,32.97897106
"Whitley County, KY",120.2259129,5.591902925,19.57166024,27.95951462,64.30688363,645.8647878,847.1732931,78.28664094,19.57166024
"Washington County, VA",120.2032528,3.642522811,29.14018249,7.285045623,80.13550185,438.9239988,1690.130584,122.0245142,10.92756843
"Ballard County, KY",120.0192031,0,24.00384061,0,96.01536246,564.0902544,1332.213154,96.01536246,36.00576092
"Evans County, GA",120.0036924,0,0,27.69315979,92.31053263,489.2458229,876.95006,110.7726392,0
"Ellis County, OK",119.9040767,0,0,0,119.9040767,239.8081535,623.501199,95.92326139,0
"Patrick County, VA",119.7735192,0,10.88850174,27.22125436,81.66376307,359.3205575,1197.735192,146.9947735,10.88850174
"Alfalfa County, OK",119.7195143,0,0,0,119.7195143,222.3362408,513.0836326,34.20557551,0
"Baxter County, AR",119.6376688,7.324755231,31.740606,7.324755231,73.24755231,524.9407916,2365.89594,109.8713285,2.441585077
"Sublette County, WY",119.510009,0,9.959167414,0,109.5508415,219.1016831,567.6725426,39.83666965,9.959167414
"Dakota County, NE",119.3488328,0,14.32185993,23.86976655,81.15720628,272.1153387,1513.3432,114.5748795,0
"Worth County, IA",119.3475666,0,13.26084074,0,106.0867259,596.7378332,782.3896035,119.3475666,13.26084074
"Hood River County, OR",119.0738699,0,8.820286659,13.23042999,97.02315325,163.1753032,568.9084895,70.56229327,4.41014333
"Grant County, WV",119.057743,0,17.008249,0,102.049494,221.107237,280.6361085,42.5206225,0
"Clay County, WV",118.9961056,10.81782778,0,10.81782778,97.36045002,248.8100389,378.6239723,108.1782778,0
"Pulaski County, KY",118.9228097,4.694321436,31.29547624,32.86025005,51.63753579,782.386906,1499.053312,82.93301203,15.64773812
"Clarke County, VA",118.4834123,0,6.96961249,0,111.5137998,292.7237246,919.9888486,48.78728743,27.87844996
"Callahan County, TX",118.2994455,0,0,14.78743068,103.5120148,310.5360444,406.6543438,59.14972274,0
"Minidoka County, ID",118.2732111,0,49.28050463,14.78415139,54.2085551,492.8050463,1049.674749,142.9134634,24.64025232
"Niobrara County, WY",118.0637544,0,0,0,118.0637544,39.35458481,236.1275089,39.35458481,0
"Rockingham County, NH",118.0073144,2.340088388,25.74097227,14.37482867,75.55142511,309.2259656,1554.152988,74.54853009,18.05211043
"Seminole County, OK",117.9894596,7.865963974,23.59789192,15.73192795,70.79367576,1065.838118,1915.362228,220.2469913,31.4638559
"Hand County, SD",117.959304,0,0,0,117.959304,88.46947803,353.8779121,0,0
"Schley County, GA",117.9013559,0,0,0,117.9013559,314.4036156,727.0583612,19.65022598,0
"Linn County, OR",117.8798468,0,21.04997264,35.36395403,61.46592009,596.135225,2376.120911,177.661769,15.1559803
"Camden County, NC",117.7971925,0,9.816432708,19.63286542,88.34789438,392.6573083,706.783155,29.44929813,0
"Augusta County, VA",117.7075441,2.705920554,9.47072194,2.705920554,102.8249811,178.5907566,930.8366706,51.41249053,4.058880831
"Campbell County, VA",117.6790079,3.62089255,25.34624785,14.4835702,74.22829728,318.6385444,1178.600525,70.60740473,3.62089255
"Albany County, WY",117.5778954,2.672224894,40.08337342,5.344449789,69.47784726,315.3225375,2089.679867,77.49452194,24.05002405
"Walworth County, WI",117.5384914,0.971392491,8.74253242,11.65670989,96.16785662,278.789645,1521.200641,59.25494196,2.914177473
"Oconee County, GA",117.5260761,0,0,11.75260761,105.7734685,179.227266,1166.446305,94.02086088,2.938151902
"Dakota County, MN",117.5004712,0.489585297,17.38027804,22.276131,77.35447689,316.5168944,1823.950023,118.2348492,9.546913287
"Wetzel County, WV",117.2549988,0,0,6.171315725,111.083683,382.6215749,561.5897309,74.05578869,12.34263145
"Major County, OK",117.1417415,0,13.01574906,0,104.1259925,598.7244566,1561.889887,78.09449434,0
"Shenandoah County, VA",117.1399119,0,14.05678943,14.05678943,89.02633305,438.1032705,1220.597882,44.51316653,11.71399119
"Bullitt County, KY",117.1051604,1.301168449,26.02336899,31.22804278,58.55258022,690.9204466,1081.270981,106.6958128,10.40934759
"Winston County, MS",117.0960187,5.322546306,15.96763892,21.29018522,74.51564829,196.9342133,372.5782414,15.96763892,5.322546306
"Pacific County, WA",117.0845936,0,14.6355742,4.878524734,92.69196995,1619.670212,1185.48151,68.29934628,0
"Meeker County, MN",116.7870583,0,60.55625243,4.325446602,51.90535923,376.3138544,1271.681301,99.48527185,0
"Custer County, CO",116.6861144,0,23.33722287,0,93.34889148,303.3838973,816.8028005,70.01166861,23.33722287
"Wilkinson County, GA",116.6242578,0,10.60220526,10.60220526,95.41984733,530.1102629,1017.811705,63.61323155,0
"Greene County, OH",116.4187152,1.83819024,31.24923409,38.60199505,44.72929585,507.9532364,2126.173378,72.30214946,7.352760962
"Starke County, IN",116.3943613,0,8.621804544,0,107.7725568,146.5706772,650.946243,43.10902272,12.93270682
"Freeborn County, MN",116.3241567,0,9.693679721,3.231226574,103.3992504,277.8854853,1715.781311,74.31821119,19.38735944
"Miami County, IN",116.2147205,0,8.301051467,16.60210293,91.31156613,298.8378528,655.7830659,38.73824018,2.767017156
"Jefferson County, WV",116.2093948,0,3.631543588,19.97348973,92.60436148,274.1815409,1187.514753,49.02583843,12.71040256
"Barren County, KY",116.2061031,2.324122063,41.83419713,13.94473238,60.42717364,369.535408,850.628675,72.04778395,9.296488252
"Hancock County, OH",116.1363546,0,27.71435736,27.71435736,59.38790862,504.1373576,2002.032386,42.23140169,6.598656514
"Fremont County, ID",116.0362033,0,38.67873443,0,77.35746886,208.8651659,642.0669916,23.20724066,0
"Nobles County, MN",115.6497201,0,9.25197761,13.87796642,92.5197761,259.0553731,735.53222,64.76384327,4.625988805
"Sherman County, OR",115.5401502,0,57.7700751,0,57.7700751,346.6204506,1964.182553,115.5401502,0
"Hardin County, KY",115.5364125,1.848582599,33.27448679,39.74452588,39.74452588,383.5808894,1459.455962,64.70039098,16.63724339
"Chickasaw County, MS",115.5334758,5.776673791,11.55334758,23.10669516,75.09675929,173.3002137,167.5235399,5.776673791,0
"Skamania County, WA",115.3095618,0,53.21979776,0,62.08976406,328.1887529,629.7676069,53.21979776,0
"Waseca County, MN",115.1953084,0,31.41690229,15.70845115,68.06995497,418.8920306,1146.716934,52.36150382,5.236150382
"Craig County, VA",115.1631478,0,0,0,115.1631478,38.38771593,172.7447217,0,0
"Chenango County, NY",115.1445367,0,34.34135305,18.18071632,62.62246733,363.6143264,1521.119932,50.50198978,4.040159182
"Montgomery County, IA",115.1189563,0,28.77973906,0,86.33921719,546.8150422,997.6976209,57.55947813,9.593246355
"Klickitat County, WA",115.0196492,0,19.16994153,4.792485383,91.05722228,455.2861114,1001.629445,95.84970766,0
"Bourbon County, KY",115.0115012,5.00050005,25.00250025,25.00250025,60.0060006,685.0685069,1400.140014,125.0125013,15.00150015
"Cerro Gordo County, IA",114.7446931,4.589787722,18.35915089,6.884681583,84.91107286,993.6890419,2753.872633,149.168101,13.76936317
"Marshall County, IN",114.6277781,2.122736632,14.85915642,12.73641979,84.90946528,271.7102889,1420.110807,72.17304549,14.85915642
"Parker County, TX",114.4805548,2.470803341,9.883213362,12.3540167,89.77252137,511.4562915,1327.644995,80.71290912,4.941606681
"Harrison County, MO",114.4033863,22.88067727,0,0,91.52270907,263.1277886,835.1447203,125.843725,11.44033863
"Mason County, WV",114.2815011,11.05950011,14.74600015,14.74600015,73.73000074,294.9200029,1050.652511,110.5950011,3.686500037
"Montgomery County, NY",114.2353248,8.016514019,18.03715654,24.04954206,64.13211215,454.9371706,1763.633084,46.09495561,2.004128505
"Lincoln County, AR",114.0332122,0,21.38122728,21.38122728,71.27075761,541.6577578,384.8620911,28.50830304,0
"Franklin County, IA",113.7656428,0,18.96094046,0,104.2851725,246.492226,341.2969283,47.40235116,9.480470231
"Schuyler County, NY",113.75948,5.417118093,21.66847237,5.417118093,81.2567714,216.6847237,601.3001083,48.75406284,0
"Oxford County, ME",113.4835973,0,62.85245386,12.22131047,38.40983292,759.4671509,1803.516246,75.07376434,27.93442394
"Santa Cruz County, AZ",113.3253507,2.138214164,0,27.79678413,83.39035238,408.3989052,1047.72494,153.9514198,0
"Harris County, GA",113.278021,0,3.061568135,6.12313627,104.0933166,251.0485871,832.7465328,36.73881762,6.12313627
"Butler County, PA",113.2221959,1.617459941,6.469839764,25.87935905,79.2555371,237.227458,999.0510902,34.50581207,7.008993077
"Tioga County, PA",113.0395874,0,18.83993123,2.354991404,91.84466477,520.4531003,824.2469915,91.84466477,11.77495702
"Stevens County, MN",112.9943503,0,51.36106831,10.27221366,51.36106831,205.4442732,1602.465331,10.27221366,10.27221366
"Missaukee County, MI",112.9493057,13.28815361,33.22038403,0,66.44076806,445.153146,1262.374593,53.15261444,6.644076806
"Jefferson County, MT",112.9256428,0,0,0,112.9256428,112.9256428,686.2404448,52.11952745,43.43293954
"New Kent County, VA",112.7800277,0,15.37909468,5.126364895,92.2745681,548.5210437,1132.926642,46.13728405,5.126364895
"Faribault County, MN",112.747516,7.046719752,42.28031851,0,63.42047777,387.5695864,796.279332,49.32703826,7.046719752
"Kittitas County, WA",112.5344188,0,31.12654136,14.36609601,67.0417814,658.4460673,2458.996768,179.5762002,28.73219203
"Douglas County, NV",112.4835519,2.122331169,12.73398701,12.73398701,84.89324674,305.6156883,1392.249247,61.54760389,12.73398701
"Windsor County, VT",112.3655626,3.567160718,19.61938395,8.917901796,80.26111616,683.1112776,1198.566001,87.3954376,21.40296431
"Adams County, WI",112.3046875,0,29.296875,29.296875,53.7109375,1098.632813,1674.804688,78.125,0
"Adams County, PA",112.2643925,5.908652236,13.78685522,6.893427609,85.67545743,258.995923,891.2217123,49.23876864,10.8325291
"Nelson County, KY",112.2586439,2.245172878,31.4324203,29.18724742,49.39380332,559.0480467,969.9146834,103.2779524,8.980691513
"Macon County, NC",112.2367605,2.95359896,8.860796881,17.72159376,82.70077089,635.0237765,1462.031485,82.70077089,2.95359896
"Pickaway County, OH",111.8925831,1.776072748,19.53680023,33.74538221,56.83432793,1287.652742,2486.501847,67.49076442,15.98465473
"Nemaha County, NE",111.7786782,0,83.83400866,0,27.94466955,139.7233478,321.3636999,55.88933911,0
"Daniels County, MT",111.6694584,0,0,0,111.6694584,0,279.173646,0,0
"Bandera County, TX",111.6450658,0,24.27066647,0,87.3743993,218.4359983,325.2269307,48.54133295,0
"Hanover County, VA",111.5168262,4.934372841,9.868745682,20.72436593,75.98934175,109.5430771,1033.257673,57.23872496,3.947498273
"Cheyenne County, KS",111.3585746,0,0,0,111.3585746,148.4780995,1150.705271,37.11952487,0
"Carter County, MO",111.2700684,0,15.89572405,0,95.3743443,174.8529646,429.1845494,79.47862025,15.89572405
"Cabarrus County, NC",111.0956812,3.20468311,10.68227703,43.26322199,53.94549902,552.8078365,1689.402113,118.5732751,16.5575294
"Alexander County, NC",111.0208503,5.415651232,18.95477931,18.95477931,67.6956404,1004.603304,1516.382345,121.8521527,43.32520986
"Gaines County, TX",110.9877913,10.57026584,15.85539876,10.57026584,73.9918609,311.8228423,718.7780773,52.85132921,0
"Waushara County, WI",110.9786674,0,32.88256813,8.220642032,69.87545727,349.3772864,1397.509145,73.98577829,16.44128406
"Benton County, OR",110.8660253,1.154854431,21.94223418,20.78737975,66.98155697,371.8631267,1686.087469,68.13641141,21.94223418
"St. Lawrence County, NY",110.7508731,0,12.50413083,9.824674223,88.422068,434.0719702,1563.909506,35.72608808,11.61097863
"Martin County, KY",110.6981893,0,7.907013521,15.81402704,79.07013521,316.2805408,442.7927572,158.1402704,0
"Buffalo County, NE",110.6633537,2.087987806,35.4957927,8.351951225,64.72762199,346.6059758,1872.925062,39.67176832,20.87987806
"Parmer County, TX",110.3863522,0,20.07024586,10.03512293,80.28098344,291.018565,491.7210236,50.17561465,0
"Dawes County, NE",110.0352113,0,33.01056338,22.00704225,55.01760563,198.0633803,1661.53169,99.03169014,11.00352113
"Rice County, KS",109.879133,0,9.989012087,9.989012087,89.90110878,449.5055439,549.3956648,39.95604835,29.96703626
"Frederick County, VA",109.445517,2.459449821,38.12147223,13.52697402,55.33762097,370.1471981,1546.993937,114.3644167,2.459449821
"Madison County, NC",109.4091904,14.27076396,9.513842641,14.27076396,71.35381981,585.1013224,713.5381981,99.89534773,28.54152792
"Scott County, MN",109.3039524,0,26.9616416,11.65908826,70.68322257,220.0652909,1562.317827,48.09373907,8.744316194
"Sac County, IA",109.224506,0,29.78850164,19.85900109,59.57700328,248.2375137,317.7440175,89.36550492,0
"Tripp County, SD",109.1305929,0,0,0,109.1305929,127.3190251,254.6380502,72.75372863,0
"Sweet Grass County, MT",109.0215318,0,27.25538294,0,81.76614881,163.5322976,981.1937858,245.2984464,0
"Waupaca County, WI",109.0178828,0,17.21334991,9.562972172,82.24156068,453.2848809,1660.131969,51.64004973,5.737783303
"Cheboygan County, MI",108.8393065,0,58.30677136,3.887118091,46.64541709,408.1473995,1484.879111,34.98406282,3.887118091
"Cedar County, IA",108.7370195,0,10.87370195,0,97.86331757,27.18425488,848.1487522,48.93165878,10.87370195
"Sherburne County, MN",108.6980634,0,25.51076998,11.09163912,72.0956543,252.889372,1344.306662,61.00401517,4.436655649
"Wadena County, MN",108.6641553,0,50.70993915,0,57.95421617,231.8168647,492.6108374,43.46566213,0
"Kendall County, TX",108.563258,2.64788434,47.66191813,10.59153736,47.66191813,312.4503522,1241.857756,55.60557115,0
"Phelps County, NE",108.5422772,0,54.27113861,0,54.27113861,173.6676435,1519.591881,65.12536633,0
"Gove County, KS",108.3423619,36.11412062,0,0,72.22824124,288.912965,397.2553268,36.11412062,0
"Franklin County, VA",108.2808201,0,21.30114494,8.875477057,78.1041981,299.9911245,1152.036922,79.87929351,1.775095411
"Washington County, IN",107.9913607,0,0,3.599712023,104.3916487,17.99856012,169.1864651,3.599712023,0
"Westmoreland County, VA",107.8809902,5.677946854,17.03384056,0,85.16920282,215.7619805,936.861231,51.10152169,34.06768113
"Watonwan County, MN",107.748945,0,26.93723624,0,80.81170872,215.4978899,1041.573135,62.85355123,17.95815749
"Logan County, OH",107.7372969,0,43.9744069,15.39104241,48.37184758,899.276621,2029.418878,52.76928827,2.198720345
"Brewster County, TX",107.6889942,0,10.76889942,0,96.92009477,366.1425802,936.8942494,96.92009477,10.76889942
"Turner County, SD",107.6426265,0,0,0,107.6426265,275.0867121,215.285253,83.72204282,0
"Poquoson city, VA",107.4025116,0,0,16.52346332,90.87904825,206.5432915,1107.072042,49.57038995,33.04692664
"Whitman County, WA",107.3652566,2.147305132,34.35688211,12.88383079,57.97723857,399.3987546,1075.799871,36.50418725,17.17844106
"Clarke County, IA",107.2386059,0,10.72386059,0,96.51474531,364.6112601,1126.005362,85.79088472,10.72386059
"Barnes County, ND",107.2386059,0,26.80965147,0,80.42895442,330.6523682,1117.068811,44.68275246,8.936550492
"Gogebic County, MI",106.8107565,6.282985675,25.1319427,0,75.3958281,201.0555416,1501.633576,31.41492837,25.1319427
"Clinton County, NY",106.6294077,0,18.38438063,7.353752252,80.89127477,335.8213528,1588.410486,47.79938964,8.579377627
"Jackson County, WI",106.5684945,0,29.06413486,14.53206743,62.97229219,285.7973261,1458.050765,48.44022476,0
"Coos County, NH",106.2599619,6.250585992,25.00234397,18.75175798,56.25527393,303.1534206,1250.117198,28.12763697,12.50117198
"Gallatin County, KY",106.2072221,0,11.80080245,11.80080245,82.60561718,708.0481473,507.4345055,118.0080245,23.60160491
"Cheyenne County, CO",105.8201058,0,0,0,105.8201058,158.7301587,793.6507937,105.8201058,52.91005291
"Grayson County, VA",105.5339358,6.595870985,13.19174197,6.595870985,79.15045182,230.8554845,850.867357,112.1298067,39.57522591
"Vinton County, OH",105.4534498,15.06477855,22.59716782,15.06477855,52.72672492,1062.066888,1468.815908,90.38867129,7.532389274
"Clay County, MO",105.4353438,3.471122431,13.01670912,13.88448972,75.06302257,228.2262998,867.7806077,116.2826014,10.8472576
"Brooke County, WV",105.3208072,0,12.63849686,12.63849686,80.04381346,400.2190673,859.4177866,92.68231032,8.425664574
"Hoke County, NC",105.2180352,0,0,44.81508905,58.45446397,980.0865126,717.0414247,33.12419625,40.91812478
"Alleghany County, VA",105.1915104,6.187735907,12.37547181,6.187735907,80.4405668,414.5783058,1107.604727,24.75094363,24.75094363
"Portage County, WI",105.1435067,0,19.89201478,5.683432793,79.56805911,315.43052,1345.552714,34.10059676,4.262574595
"Porter County, IN",105.0691355,3.0019753,10.80711108,11.40750614,79.85254297,336.8216286,1428.940243,109.2719009,7.805135779
"Delta County, CO",104.9765443,0,13.12206804,16.40258505,78.73240823,321.4906669,1463.110586,91.85447627,32.80517009
"Effingham County, IL",104.9348529,0,23.31885621,5.829714053,75.78628268,259.4222753,1469.087941,64.12685458,14.57428513
"Lynn County, TX",104.8401188,0,17.47335314,0,87.36676568,506.727241,1118.294601,34.94670627,17.47335314
"McHenry County, IL",104.7464453,0.32529952,24.07216445,12.03608222,68.3128991,193.8785136,1052.669245,17.89147357,10.73488414
"Madison County, MO",104.5772665,0,8.044405116,8.044405116,88.48845628,241.3321535,1447.992921,96.53286139,8.044405116
"Wayne County, MO",104.4464339,0,7.460459564,0,96.98597434,380.4834378,559.5344673,67.14413608,7.460459564
"Ocean County, NJ",104.2141601,0.685619474,5.313550926,27.08196924,71.13302046,455.7655456,1434.487345,36.33783214,11.31272133
"Bristol Bay Borough, AK",104.1666667,0,0,0,104.1666667,520.8333333,3333.333333,729.1666667,0
"Clackamas County, OR",104.0531804,2.318016396,24.9830656,34.25513119,42.49696726,412.8644759,1812.431264,192.9104756,10.55985247
"Saline County, NE",104.0510544,0,20.81021088,13.87347392,69.36736959,617.3695893,1262.486127,90.17758047,20.81021088
"Albemarle County, VA",103.8834951,3.883495146,25.24271845,17.47572816,57.2815534,285.4368932,1387.378641,59.22330097,13.59223301
"Gilmer County, WV",103.7822878,0,0,0,103.7822878,92.25092251,449.7232472,34.59409594,0
"Republic County, KS",103.7344398,0,0,0,103.7344398,228.2157676,746.8879668,124.4813278,0
"Lincoln County, MS",103.4185579,5.745475438,14.3636886,22.98190175,60.3274921,442.4016087,1134.731399,43.09106579,22.98190175
"LaSalle County, IL",103.4024763,0,12.47960921,12.47960921,78.44325789,377.9538789,1472.593887,33.873225,16.04521184
"Lafayette County, MO",103.2085724,6.071092493,12.14218499,6.071092493,78.92420241,525.1495007,1372.066903,136.5995811,6.071092493
"Ashe County, NC",103.1269567,0,14.73242238,3.683105595,84.71142868,813.9663364,1086.51615,117.859379,7.366211189
"Lincoln County, MN",102.915952,0,0,0,102.915952,68.61063465,274.4425386,0,0
"Chouteau County, MT",102.5816379,0,0,0,102.5816379,17.09693965,307.7449137,51.29081894,0
"Monroe County, MO",102.5757921,0,22.79462047,0,79.78117164,273.5354456,672.4413039,79.78117164,11.39731023
"Hodgeman County, KS",102.5641026,0,51.28205128,0,51.28205128,923.0769231,307.6923077,0,0
"Bucks County, PA",102.396264,0.95697443,11.96218037,34.45107947,55.0260297,338.2904609,1554.764457,74.32501404,9.25075282
"Tipton County, IN",102.2364217,0,6.389776358,0,95.84664537,619.8083067,1105.43131,38.33865815,0
"Wythe County, VA",102.2355507,0,6.815703381,20.44711014,74.97273719,78.38058888,831.5158124,44.30207197,0
"Rockwall County, TX",102.0587718,1.173089331,11.73089331,7.038535985,80.94316382,306.1763153,1230.570708,84.46243181,2.346178662
"Monroe County, WI",101.5497373,0,8.830411939,6.622808954,86.0965164,386.3305223,2024.371937,68.43569253,15.45322089
"Nelson County, VA",101.4267361,0,6.761782406,6.761782406,87.90317128,507.1336804,1115.694097,81.14138887,6.761782406
"Boundary County, ID",101.3544642,0,9.2140422,0,92.140422,718.6952916,552.842532,82.9263798,0
"Stevens County, WA",101.3124568,0,23.02555837,2.302555837,75.98434262,727.6076445,1236.472484,151.9686852,2.302555837
"Sioux County, IA",101.3112571,0,8.68382204,2.894607347,89.73282774,176.5710481,298.1445567,14.47303673,2.894607347
"Wilson County, TX",101.2814303,6.60531067,13.21062134,6.60531067,74.86018759,314.8531419,962.1735876,85.86903871,0
"Greene County, VA",101.0423314,0,42.54413954,0,58.49819187,164.8585407,1132.737715,47.86215699,10.63603489
"Bonner County, ID",100.7395759,4.914125654,9.828251308,4.914125654,78.62601047,724.833534,1488.980073,157.2520209,2.457062827
"Platte County, MO",100.7394706,2.143392991,6.430178973,5.358482478,85.73571964,153.2525989,730.89701,49.2980388,21.43392991
"Otter Tail County, MN",100.7276706,1.736683976,26.05025963,5.210051927,67.73067505,437.6443619,1088.900853,78.1507789,8.683419878
"Fayette County, TX",100.7211635,4.028846541,8.057693082,12.08653962,76.54808428,362.5961887,709.0769913,56.40385158,4.028846541
"Barron County, WI",100.7093441,2.189333567,21.89333567,13.1360014,63.49067344,321.8320343,956.7387687,39.4080042,4.378667134
"Trego County, KS",100.6711409,0,67.11409396,0,33.55704698,268.4563758,906.0402685,100.6711409,33.55704698
"Carroll County, KY",100.4291062,9.129918744,27.38975623,0,63.90943121,511.2754496,922.1217931,109.5590249,27.38975623
"Randolph County, IL",100.3344482,0,12.16175129,6.080875646,82.09182122,188.507145,559.4405594,27.36394041,3.040437823
"Grant County, MN",100.1836701,0,66.78911337,0,33.39455669,617.7992987,868.2584739,116.8809484,0
"Chase County, NE",100,0,25,0,75,125,725,25,0
"Wyoming County, PA",99.98928686,0,24.99732172,3.571045959,71.42091919,353.53355,978.4665929,89.27614898,7.142091919
"Red Willow County, NE",99.94548428,0,36.34381247,9.085953116,54.5157187,454.2976558,1917.136108,118.1173905,36.34381247
"Gray County, KS",99.85022466,0,16.64170411,0,83.20852055,432.6843069,399.4008987,49.92511233,0
"Castro County, TX",99.626401,0,0,12.45330012,87.17310087,896.637609,1780.821918,124.5330012,0
"Norton city, VA",99.57679861,0,0,0,99.57679861,248.9419965,5028.62833,74.68259895,0
"James City County, VA",99.26825118,1.418117874,17.01741449,19.85365024,60.97906858,215.5539168,1121.731238,19.85365024,14.18117874
"Logan County, OK",99.05002026,0,11.25568412,9.004547296,78.78978884,520.0126064,1087.299086,108.0545676,15.75795777
"Douglas County, WA",98.80671886,2.533505612,27.86856173,17.73453928,50.67011223,658.711459,1393.428086,81.07217957,10.13402245
"Franklin County, NY",98.6689367,1.934685033,27.08559047,9.673425166,59.97523603,388.8716917,1373.626374,48.36712583,3.869370067
"Stephenson County, IL",98.41677364,4.278990158,19.25545571,32.09242619,42.78990158,605.4771074,1795.036371,21.39495079,10.6974754
"Pickett County, TN",98.23182711,0,39.29273084,0,58.93909627,216.1100196,884.086444,137.524558,0
"King and Queen County, VA",98.17671809,0,14.02524544,0,84.15147265,182.3281907,126.227209,84.15147265,28.05049088
"Hendricks County, IN",98.12904945,0,6.498612546,12.99722509,78.63321181,144.2691985,953.3464605,50.03931661,2.599445018
"Martin County, MN",97.93360102,0,29.38008031,4.896680051,63.65684066,239.9373225,1248.653413,53.86348056,4.896680051
"Centre County, PA",97.81020958,0.643488221,20.59162307,17.37418197,59.20091633,228.4383184,1158.278798,27.02650528,16.73069374
"Lee County, IL",97.53858512,5.73756383,31.55660107,5.73756383,54.50685639,453.2675426,1325.377245,22.95025532,8.606345746
"Texas County, MO",97.51911375,3.90076455,11.70229365,0,81.91605555,608.5192698,1572.008114,105.3206428,7.8015291
"Pembina County, ND",97.47945969,0,13.9256371,0,83.55382259,208.8845565,515.2485726,55.70254839,13.9256371
"Scott County, VA",97.17314488,0,35.33568905,13.25088339,48.58657244,463.7809187,1201.413428,70.67137809,22.08480565
"Fulton County, NY",97.09449309,0,9.159857839,21.98365881,65.95097644,553.2554135,2136.078848,80.60674898,3.663943136
"Armstrong County, PA",96.90633856,0,20.55589,13.21450071,63.13594785,259.8851807,628.4229228,42.58005785,4.404833571
"Choctaw County, AL",96.82705199,7.448234768,0,0,89.37881722,283.0329212,312.8258603,37.24117384,0
"Rosebud County, MT",96.47336263,0,10.71926251,10.71926251,75.0348376,64.31557509,375.174188,64.31557509,0
"Perry County, KY",96.39414495,0,17.85076758,28.56122813,53.55230275,328.4541235,999.6429846,39.27168868,10.71046055
"Grayson County, KY",96.16494211,0,38.46597684,3.846597684,50.0057699,542.3702735,761.6263415,88.47174674,11.53979305
"Henry County, OH",96.11277232,7.119464616,42.7167877,10.67919692,35.59732308,608.7142247,1915.135982,67.63491385,10.67919692
"Mellette County, SD",96.10764056,0,0,0,96.10764056,288.3229217,432.4843825,96.10764056,0
"Adair County, KY",96.09224856,0,16.01537476,26.69229127,53.38458253,250.9075379,261.5844544,32.03074952,5.338458253
"Pendleton County, KY",96.08785175,0,13.72683596,20.59025395,54.90734386,555.9368566,803.0199039,82.36101579,0
"Todd County, KY",95.97696553,0,15.99616092,23.99424138,47.98848276,567.8637127,511.8771495,103.975046,0
"Camas County, ID",95.96928983,0,0,0,95.96928983,287.9078695,575.815739,0,0
"Apache County, AZ",95.92126116,1.390163205,2.78032641,4.170489615,87.58028193,221.0359496,329.4686796,16.68195846,56.99669141
"Doddridge County, WV",95.87727709,0,0,0,95.87727709,143.8159156,287.6318313,11.98465964,11.98465964
"Worth County, MO",95.6937799,0,47.84688995,0,47.84688995,717.7033493,1052.631579,143.5406699,0
"Warren County, VA",95.60970568,0,33.59259929,15.5042766,46.51282979,260.988656,1907.026021,90.44161348,2.584046099
"Prairie County, AR",95.53379508,11.94172439,11.94172439,0,59.70862193,203.0093145,1468.832099,11.94172439,0
"Craig County, OK",95.41984733,6.815703381,20.44711014,0,68.15703381,306.7066521,872.4100327,184.0239913,40.89422028
